Code,Cause,ISO3,Year,Sex,Age Group,Population,Deaths,Death rate per 100 000 population,DALY,DALY rate per 100 000 population
70,Gonorrhoea,CHE,2019,BTSX,YEARS50-54,681777,0,0,0.73,0.11
80,Trichomoniasis,CHE,2019,BTSX,YEARS50-54,681777,0,0,10.71,1.57
85,Genital herpes,CHE,2019,BTSX,YEARS50-54,681777,0,0,30.53,4.48
130,Whooping cough,CHE,2019,BTSX,YEARS50-54,681777,0,0,0.08,0.01
140,Diphtheria,CHE,2019,BTSX,YEARS50-54,681777,0,0,0,0
150,Measles,CHE,2019,BTSX,YEARS50-54,681777,0,0,0,0
160,Tetanus,CHE,2019,BTSX,YEARS50-54,681777,0,0,0,0
205,Acute hepatitis E,CHE,2019,BTSX,YEARS50-54,681777,0.01,0,1.24,0.18
220,Malaria,CHE,2019,BTSX,YEARS50-54,681777,0,0,0,0
230,African trypanosomiasis,CHE,2019,BTSX,YEARS50-54,681777,0,0,0,0
240,Chagas disease,CHE,2019,BTSX,YEARS50-54,681777,0,0,1.05,0.15
250,Schistosomiasis,CHE,2019,BTSX,YEARS50-54,681777,0,0,0,0
260,Leishmaniasis,CHE,2019,BTSX,YEARS50-54,681777,0,0,0,0
270,Lymphatic filariasis,CHE,2019,BTSX,YEARS50-54,681777,0,0,0,0
280,Onchocerciasis,CHE,2019,BTSX,YEARS50-54,681777,0,0,0,0
